636	8	9	8	8	13	12	12	5	10	9
637	11	8	10	11	12	13	9	11	8	7
638	8	8	6	10	8	9	4	8	10	9
639	10	6	4	8	10	13	9	8	8	10
640	7	12	9	5	11	6	13	9	10	6
641	13	7	11	13	7	13	12	12	11	6
642	11	9	10	10	11	11	11	8	8	7
643	9	6	9	14	11	9	9	12	9	11
644	8	7	8	11	8	13	10	12	9	11
645	12	11	10	8	12	9	12	6	10	9
646	9	10	8	9	10	9	12	10	8	10
647	11	9	13	7	7	8	12	12	7	8
648	10	9	6	9	11	6	11	12	14	11
649	12	8	9	13	11	7	6	7	11	10
650	10	8	8	13	9	9	10	11	8	9
651	4	10	9	8	11	11	8	11	12	4
652	10	9	9	9	7	6	10	6	9	5
653	7	10	13	11	11	5	10	12	10	11
654	9	6	12	8	8	9	10	10	8	6
655	9	12	8	8	14	8	12	7	7	7
656	6	8	12	13	7	12	11	12	13	6
657	7	10	11	7	8	8	12	9	8	10
658	11	8	8	11	11	8	10	10	12	7
659	10	9	12	6	6	12	8	7	11	11
660	6	8	10	8	10	7	8	12	10	9
661	9	9	12	8	6	9	7	10	10	9
662	9	6	8	11	9	10	9	8	11	6
663	12	9	12	5	8	13	6	10	12	10
664	8	8	11	7	8	10	11	7	8	8
665	9	7	9	8	6	11	11	7	11	9
666	7	10	11	9	8	10	13	8	7	9
667	14	8	9	7	12	12	7	6	4	11
668	11	12	12	12	9	8	9	7	6	13
669	9	8	11	7	6	11	7	7	10	10
670	7	13	9	7	8	9	8	12	10	9
671	10	12	8	6	9	9	8	9	6	7
672	11	10	12	11	8	10	9	10	7	11
673	6	8	10	9	12	8	8	8	12	9
674	13	13	8	10	11	9	8	8	7	8
675	9	10	9	10	9	12	7	12	12	9
676	14	12	9	5	7	8	2	8	11	8
677	7	8	10	6	6	7	7	8	10	9
678	10	8	10	11	12	9	8	9	7	10
679	13	7	9	13	8	9	6	11	11	11
680	8	11	8	8	5	8	10	9	10	10
681	10	11	8	8	6	9	10	6	11	9
682	8	10	9	9	8	10	11	10	9	4
683	10	8	7	8	13	9	8	8	9	11
684	12	4	5	10	6	12	8	10	10	9
685	13	14	11	6	7	11	13	11	10	10
686	12	11	11	10	10	9	8	9	9	9
687	6	11	8	6	6	10	6	12	8	11
688	8	10	6	7	9	9	10	10	7	12
689	10	4	8	13	7	11	9	10	8	14
690	9	10	9	12	10	9	8	13	8	6
691	8	9	6	10	7	9	9	11	6	10
692	11	10	13	10	11	12	11	11	7	10
